CD4.	CD8.	mono	Bcells	NK	Gran
sample_1_1	0.166090601546	0.0582779319543	0.0481896656211	0.0144362202357	0.0687953859006	0.644210194742
sample_1_2	0.155723829536	0.0655272849576	0.110856283198	0.0677812566987	0.0298251735746	0.570286172035
sample_1_3	0.141045050015	0.0417569947589	0.0804453878886	0.00419812647428	0.0235634748468	0.708990966017
sample_1_4	0.156538819249	0.0685526827544	0.0775223726047	0.0252696841062	0.154849665909	0.517266775377
sample_1_5	0.26460438315	0.0990835510163	0.0476623835027	0.0724302147987	0.0958889769459	0.420330490586
sample_1_6	0.167357990354	0.0891202945735	0.0702007954696	0.105695991977	0.0736316363456	0.49399329128
sample_1_7	0.114948571014	0.0153031860492	0.0513787285127	0.099953491933	0.0620801170521	0.65633590544
sample_1_8	0.129439997659	0.0134953848167	0.081784748924	0.0249125444047	0.189604156059	0.560763168136
sample_1_9	0.106984340061	0.120767594192	0.0709969866757	0.0298515335574	0.0791987602052	0.592200785309
sample_1_10	0.0507196456117	0.126901325425	0.0592180728815	0.0211548262852	0.00428217954111	0.737723950256
sample_1_11	0.166854063867	0.0586290069433	0.0577596482376	0.0305223045371	0.000149008133932	0.686085968281
sample_1_12	0.137921428692	0.0794605373471	0.0710227977156	0.0309245486724	0.0422775941814	0.638393093392
sample_1_13	0.231595483473	0.0395781718612	0.0951296105954	0.0455130461472	0.103719576497	0.484464111426
sample_1_14	0.0829884665774	0.0465080727624	0.0667231644113	0.00324713311781	0.0323080429853	0.768225120146
sample_1_15	0.102611525325	0.0648927342008	0.103964252033	0.0474685056442	0.0317142130467	0.649348769751
sample_1_16	0.148591781969	0.118920483243	0.0689021564818	0.111533938004	0.0481102596003	0.503941380702
sample_1_17	0.193188138491	0.0948647350737	0.0694404547369	0.0484906669351	0.124557533686	0.469458471077
sample_1_18	0.0723512901668	0.0535684162305	0.0708611507508	0.00155911246048	0.0380351163217	0.76362491407
sample_1_19	0.120437949775	0.084608754228	0.0854496115455	0.000447359874482	0.0186257344189	0.690430590158
sample_1_20	0.152568012466	0.0727551011355	0.0641830904839	0.0264040807243	0.0492925686347	0.634797146556
sample_1_21	0.224467167875	0.0498015082597	0.0545512094317	0.0583859870303	0.0121355169572	0.600658610446
sample_1_22	0.243044347556	0.0997517379417	0.0464631692657	0.062220406329	0.0295951373305	0.518925201577
sample_1_23	0.105396896753	0.000243754604211	0.111362522048	0.0753810019999	0.0909760970374	0.616639727557
sample_1_24	0.035313957217	0.16537099661	0.0765762843872	0.013340318204	0.00317751399226	0.706220929589
sample_1_25	0.155811334479	0.08043831048	0.0596242887364	0.0437521356929	0.0119397967124	0.648434133899
sample_1_26	0.140127107671	0.0778712497282	0.0805990696052	0.0332818806285	0.117757276534	0.550363415833
sample_1_27	0.256245165833	0.0948152610795	0.0749252516236	0.0936480257709	0.113395798604	0.366970497088
sample_1_28	0.183578367301	0.14849590947	0.0764323878715	0.0378572476716	1.82043661862e-05	0.55361788332
sample_1_29	0.156775786922	0.0536250569236	0.0871686533747	0.0450102606324	0.0203152667218	0.637104975425
sample_1_30	0.0694368352482	0.151617723749	0.0822401795504	7.67507642134e-06	0.0551387746009	0.641558811775
sample_1_31	0.211118009788	0.139895298547	0.0676141338417	0.0406094222132	0.0446718458776	0.496091289732
sample_1_32	0.196345155216	0.0619562924933	0.0718500038436	0.0878215357616	0.00389124183105	0.578135770854
sample_1_33	0.207159395505	0.109859056975	0.0401896694605	0.0506392381836	0.0976665861969	0.494486053679
sample_1_34	0.148104716306	0.178765467756	0.0544073501399	0.159735673331	0.0580673664231	0.400919426045
sample_1_35	0.142327778759	0.0243592950462	0.116508799265	0.024752536099	0.0506659326229	0.641385658208
sample_1_36	0.16767046469	0.0844215742912	0.0515492189115	0.0258134087864	0.0325785540567	0.637966779264
sample_1_37	0.0686926167938	0.100939045805	0.0662400726574	0.0465679054789	0.0389298752348	0.67863048403
sample_1_38	0.141205333156	0.0153069760397	0.0982774863562	0.035215589992	0.0575469199737	0.652447694482
sample_1_39	0.113597007581	0.0765639187619	0.0535831894947	0.0369291094357	0.0135147747638	0.705811999963
sample_1_40	0.0871129827259	0.0665363392042	0.0668554710927	0.0176600627263	0.0516067701658	0.710228374085
sample_1_41	0.234914830469	0.0170201838765	0.0586545628585	0.0996311762897	0.0950115305535	0.494767715953
sample_1_42	0.134205966746	0.0355205219294	0.0913568778854	0.0758165426079	0.0197931073463	0.643306983485
sample_1_43	0.149195677944	0.083869542227	0.0755465770496	0.0384810436714	0.0332672720963	0.619639887012
sample_1_44	0.218653395263	0.233084403722	0.0402557397423	0.105582749802	0.0298979084774	0.372525802993
sample_1_45	0.0983222676058	0.0614199473574	0.111248429537	0.00721653516983	0.0377464829995	0.68404633733
sample_1_46	0.181790904877	0.115633272352	0.14704875821	0.0568375928421	0.0552406561402	0.443448815579
sample_1_47	0.189732885865	0.118627039365	0.0449640002573	0.0719961020645	0.0268232442513	0.547856728197
sample_1_48	0.0982693412866	0.0371670639649	0.0661247457177	0.09029346183	7.23432362708e-05	0.708073043965
sample_1_49	0.194790218634	0.0838518856197	0.0530572303785	0.0779851095128	0.0317293138606	0.558586241994
sample_1_50	0.207565441493	0.0331739442578	0.0551513432746	0.0692455524996	0.0759621638831	0.558901554592
sample_1_51	0.261155981201	0.0719630021666	0.0792613068514	0.0442030944681	0.0420555332598	0.501361082053
sample_1_52	0.157288706714	0.0383978150354	0.0718372938485	0.0374267518767	0.0820121845753	0.613037247951
sample_1_53	0.0851850251433	0.046239692987	0.103320878587	0.042972077579	0.0395784138787	0.682703911825
sample_1_54	0.158685778784	0.132628253452	0.038969727468	0.0522063473939	0.029628870081	0.587881022822
sample_1_55	0.187984809122	0.0435327322957	0.137981127184	0.0456012866261	0.149398871858	0.435501172914
sample_1_56	0.162465690338	0.176441310428	0.0607695631883	0.057675869407	0.0700843694019	0.472563197238
sample_1_57	0.156843236816	0.0421882611576	0.0523100288555	0.0414237831756	0.0238617121442	0.683372977852
sample_1_58	0.0935550963505	0.104847460938	0.0836708308573	3.95502240527e-06	0.0522481351176	0.665674521714
sample_1_59	0.139035222163	0.0288461558187	0.103660560008	0.0123762642552	0.108068410907	0.608013386848
sample_1_60	0.126292543802	0.0671316439913	0.0646705436487	0.0760365412033	0.0362038908446	0.62966483651
sample_1_61	0.246749787595	0.131639867086	0.046493176087	0.0674138540007	0.0441555295922	0.463547785639
sample_1_62	0.11117232195	0.0568062080362	0.113326321906	8.08886102646e-05	0.0273701911857	0.691244068312
sample_1_63	0.166716902785	0.0884140884706	0.0860442980667	0.0051094762964	0.205275271943	0.448439962438
sample_1_64	0.173664098604	0.11907250939	0.072016783369	0.0548477976252	0.0207163244257	0.559682486587
sample_1_65	0.122922363546	0.113715773354	0.0836281671976	0.0297589560222	0.0994418327767	0.550532907104
sample_1_66	0.0792736728525	0.0539440360944	0.0911334626749	0.0158408283338	0.0277910077606	0.732016992284
sample_1_67	0.209749327332	0.137475928891	0.0602090452596	0.0554832736517	0.0479645874934	0.489117837372
sample_1_68	0.0863411761935	0.18214591335	0.0863849560512	0.0349765169684	0.0630478367336	0.547103600703
sample_1_69	0.173979735821	0.0291206133527	0.0277746381829	0.0383828281248	0.144457224355	0.586284960163
sample_1_70	0.256834797296	0.112763562915	0.016314322366	0.16496213845	0.0399153993903	0.409209779583
sample_1_71	0.227246291349	0.0847460153588	0.0404248451861	0.0383257762074	0.000570719407664	0.608686352492
sample_1_72	0.0720642992423	0.0360314797736	0.110960886774	0.00494313289231	0.038751593696	0.737248607621
sample_1_73	0.19812552134	0.110701795814	0.0291157225356	0.0870711715372	0.102979036024	0.472006752749
